0.050 quantile:	acc: 0.7948	loss: 0.4883
0.100 quantile:	acc: 0.8140	loss: 0.5070
0.150 quantile:	acc: 0.8247	loss: 0.5206
0.200 quantile:	acc: 0.8335	loss: 0.5315
0.250 quantile:	acc: 0.8404	loss: 0.5417
0.300 quantile:	acc: 0.8461	loss: 0.5513
0.350 quantile:	acc: 0.8515	loss: 0.5604
0.400 quantile:	acc: 0.8565	loss: 0.5689
0.450 quantile:	acc: 0.8612	loss: 0.5771
0.500 quantile:	acc: 0.8658	loss: 0.5853
0.550 quantile:	acc: 0.8700	loss: 0.5940
0.600 quantile:	acc: 0.8739	loss: 0.6027
0.650 quantile:	acc: 0.8782	loss: 0.6129
0.700 quantile:	acc: 0.8823	loss: 0.6230
0.750 quantile:	acc: 0.8864	loss: 0.6337
0.800 quantile:	acc: 0.8905	loss: 0.6463
0.850 quantile:	acc: 0.8952	loss: 0.6622
0.900 quantile:	acc: 0.9010	loss: 0.6828
0.950 quantile:	acc: 0.9092	loss: 0.7134
Expectation:	acc: 0.8606	loss: 0.5912
Variance:	acc: 0.0012	loss: 0.0049
