0.050 quantile:	acc: 0.6761	loss: 0.5167
0.100 quantile:	acc: 0.7083	loss: 0.5331
0.150 quantile:	acc: 0.7333	loss: 0.5451
0.200 quantile:	acc: 0.7446	loss: 0.5549
0.250 quantile:	acc: 0.7513	loss: 0.5645
0.300 quantile:	acc: 0.7561	loss: 0.5741
0.350 quantile:	acc: 0.7599	loss: 0.5836
0.400 quantile:	acc: 0.7630	loss: 0.5924
0.450 quantile:	acc: 0.7656	loss: 0.6010
0.500 quantile:	acc: 0.7684	loss: 0.6103
0.550 quantile:	acc: 0.7718	loss: 0.6201
0.600 quantile:	acc: 0.7827	loss: 0.6304
0.650 quantile:	acc: 0.8027	loss: 0.6406
0.700 quantile:	acc: 0.8128	loss: 0.6523
0.750 quantile:	acc: 0.8191	loss: 0.6672
0.800 quantile:	acc: 0.8239	loss: 0.6854
0.850 quantile:	acc: 0.8279	loss: 0.7070
0.900 quantile:	acc: 0.8322	loss: 0.7389
0.950 quantile:	acc: 0.8379	loss: 0.7963
Expectation:	acc: 0.7736	loss: 0.6282
Variance:	acc: 0.0025	loss: 0.0093
