0.050 quantile:	acc: 0.9725	loss: 0.0880
0.100 quantile:	acc: 0.9731	loss: 0.0894
0.150 quantile:	acc: 0.9735	loss: 0.0903
0.200 quantile:	acc: 0.9738	loss: 0.0911
0.250 quantile:	acc: 0.9741	loss: 0.0918
0.300 quantile:	acc: 0.9743	loss: 0.0924
0.350 quantile:	acc: 0.9745	loss: 0.0930
0.400 quantile:	acc: 0.9747	loss: 0.0936
0.450 quantile:	acc: 0.9748	loss: 0.0942
0.500 quantile:	acc: 0.9750	loss: 0.0948
0.550 quantile:	acc: 0.9752	loss: 0.0954
0.600 quantile:	acc: 0.9753	loss: 0.0960
0.650 quantile:	acc: 0.9755	loss: 0.0967
0.700 quantile:	acc: 0.9757	loss: 0.0973
0.750 quantile:	acc: 0.9758	loss: 0.0981
0.800 quantile:	acc: 0.9760	loss: 0.0990
0.850 quantile:	acc: 0.9762	loss: 0.1001
0.900 quantile:	acc: 0.9765	loss: 0.1015
0.950 quantile:	acc: 0.9769	loss: 0.1039
Expectation:	acc: 0.9749	loss: 0.0952
Variance:	acc: 0.0000	loss: 0.0000
