0.050 quantile:	acc: 0.9374	loss: 0.1879
0.100 quantile:	acc: 0.9407	loss: 0.1922
0.150 quantile:	acc: 0.9425	loss: 0.1955
0.200 quantile:	acc: 0.9437	loss: 0.1980
0.250 quantile:	acc: 0.9447	loss: 0.2002
0.300 quantile:	acc: 0.9455	loss: 0.2024
0.350 quantile:	acc: 0.9462	loss: 0.2044
0.400 quantile:	acc: 0.9469	loss: 0.2066
0.450 quantile:	acc: 0.9474	loss: 0.2088
0.500 quantile:	acc: 0.9479	loss: 0.2109
0.550 quantile:	acc: 0.9484	loss: 0.2131
0.600 quantile:	acc: 0.9489	loss: 0.2156
0.650 quantile:	acc: 0.9494	loss: 0.2181
0.700 quantile:	acc: 0.9499	loss: 0.2210
0.750 quantile:	acc: 0.9504	loss: 0.2244
0.800 quantile:	acc: 0.9510	loss: 0.2285
0.850 quantile:	acc: 0.9516	loss: 0.2336
0.900 quantile:	acc: 0.9522	loss: 0.2404
0.950 quantile:	acc: 0.9532	loss: 0.2530
Expectation:	acc: 0.9469	loss: 0.2146
Variance:	acc: 0.0000	loss: 0.0005
