0.050 quantile:	acc: 0.9607	loss: 0.1179
0.100 quantile:	acc: 0.9619	loss: 0.1201
0.150 quantile:	acc: 0.9626	loss: 0.1216
0.200 quantile:	acc: 0.9631	loss: 0.1229
0.250 quantile:	acc: 0.9636	loss: 0.1241
0.300 quantile:	acc: 0.9639	loss: 0.1251
0.350 quantile:	acc: 0.9643	loss: 0.1262
0.400 quantile:	acc: 0.9646	loss: 0.1272
0.450 quantile:	acc: 0.9649	loss: 0.1282
0.500 quantile:	acc: 0.9652	loss: 0.1293
0.550 quantile:	acc: 0.9654	loss: 0.1303
0.600 quantile:	acc: 0.9657	loss: 0.1315
0.650 quantile:	acc: 0.9660	loss: 0.1326
0.700 quantile:	acc: 0.9663	loss: 0.1339
0.750 quantile:	acc: 0.9666	loss: 0.1353
0.800 quantile:	acc: 0.9669	loss: 0.1369
0.850 quantile:	acc: 0.9673	loss: 0.1390
0.900 quantile:	acc: 0.9677	loss: 0.1417
0.950 quantile:	acc: 0.9683	loss: 0.1466
Expectation:	acc: 0.9649	loss: 0.1303
Variance:	acc: 0.0000	loss: 0.0001
