0.050 quantile:	acc: 0.5329	loss: 0.8324
0.100 quantile:	acc: 0.5598	loss: 0.8503
0.150 quantile:	acc: 0.5780	loss: 0.8643
0.200 quantile:	acc: 0.5974	loss: 0.8757
0.250 quantile:	acc: 0.6122	loss: 0.8868
0.300 quantile:	acc: 0.6221	loss: 0.8967
0.350 quantile:	acc: 0.6302	loss: 0.9066
0.400 quantile:	acc: 0.6371	loss: 0.9169
0.450 quantile:	acc: 0.6427	loss: 0.9272
0.500 quantile:	acc: 0.6490	loss: 0.9380
0.550 quantile:	acc: 0.6549	loss: 0.9495
0.600 quantile:	acc: 0.6603	loss: 0.9620
0.650 quantile:	acc: 0.6659	loss: 0.9750
0.700 quantile:	acc: 0.6721	loss: 0.9907
0.750 quantile:	acc: 0.6791	loss: 1.0080
0.800 quantile:	acc: 0.6870	loss: 1.0305
0.850 quantile:	acc: 0.6951	loss: 1.0597
0.900 quantile:	acc: 0.7049	loss: 1.1007
0.950 quantile:	acc: 0.7161	loss: 1.1735
Expectation:	acc: 0.6395	loss: 0.9625
Variance:	acc: 0.0033	loss: 0.0146
