0.050 quantile:	acc: 0.9622	loss: 0.1115
0.100 quantile:	acc: 0.9635	loss: 0.1137
0.150 quantile:	acc: 0.9643	loss: 0.1154
0.200 quantile:	acc: 0.9648	loss: 0.1167
0.250 quantile:	acc: 0.9653	loss: 0.1180
0.300 quantile:	acc: 0.9657	loss: 0.1191
0.350 quantile:	acc: 0.9661	loss: 0.1203
0.400 quantile:	acc: 0.9664	loss: 0.1214
0.450 quantile:	acc: 0.9667	loss: 0.1225
0.500 quantile:	acc: 0.9670	loss: 0.1236
0.550 quantile:	acc: 0.9673	loss: 0.1248
0.600 quantile:	acc: 0.9676	loss: 0.1260
0.650 quantile:	acc: 0.9679	loss: 0.1273
0.700 quantile:	acc: 0.9682	loss: 0.1286
0.750 quantile:	acc: 0.9685	loss: 0.1301
0.800 quantile:	acc: 0.9688	loss: 0.1318
0.850 quantile:	acc: 0.9692	loss: 0.1340
0.900 quantile:	acc: 0.9697	loss: 0.1370
0.950 quantile:	acc: 0.9703	loss: 0.1421
Expectation:	acc: 0.9668	loss: 0.1247
Variance:	acc: 0.0000	loss: 0.0001
