0.050 quantile:	acc: 0.9664	loss: 0.0985
0.100 quantile:	acc: 0.9673	loss: 0.1003
0.150 quantile:	acc: 0.9680	loss: 0.1014
0.200 quantile:	acc: 0.9684	loss: 0.1024
0.250 quantile:	acc: 0.9687	loss: 0.1033
0.300 quantile:	acc: 0.9691	loss: 0.1042
0.350 quantile:	acc: 0.9694	loss: 0.1050
0.400 quantile:	acc: 0.9697	loss: 0.1058
0.450 quantile:	acc: 0.9699	loss: 0.1066
0.500 quantile:	acc: 0.9701	loss: 0.1075
0.550 quantile:	acc: 0.9704	loss: 0.1083
0.600 quantile:	acc: 0.9706	loss: 0.1091
0.650 quantile:	acc: 0.9708	loss: 0.1100
0.700 quantile:	acc: 0.9711	loss: 0.1110
0.750 quantile:	acc: 0.9713	loss: 0.1122
0.800 quantile:	acc: 0.9716	loss: 0.1135
0.850 quantile:	acc: 0.9719	loss: 0.1149
0.900 quantile:	acc: 0.9723	loss: 0.1170
0.950 quantile:	acc: 0.9728	loss: 0.1204
Expectation:	acc: 0.9699	loss: 0.1082
Variance:	acc: 0.0000	loss: 0.0000
