0.050 quantile:	acc: 0.9556	loss: 0.1326
0.100 quantile:	acc: 0.9572	loss: 0.1357
0.150 quantile:	acc: 0.9582	loss: 0.1378
0.200 quantile:	acc: 0.9589	loss: 0.1397
0.250 quantile:	acc: 0.9595	loss: 0.1413
0.300 quantile:	acc: 0.9600	loss: 0.1428
0.350 quantile:	acc: 0.9604	loss: 0.1442
0.400 quantile:	acc: 0.9608	loss: 0.1457
0.450 quantile:	acc: 0.9612	loss: 0.1471
0.500 quantile:	acc: 0.9616	loss: 0.1485
0.550 quantile:	acc: 0.9619	loss: 0.1501
0.600 quantile:	acc: 0.9623	loss: 0.1516
0.650 quantile:	acc: 0.9626	loss: 0.1533
0.700 quantile:	acc: 0.9630	loss: 0.1552
0.750 quantile:	acc: 0.9633	loss: 0.1574
0.800 quantile:	acc: 0.9637	loss: 0.1600
0.850 quantile:	acc: 0.9642	loss: 0.1631
0.900 quantile:	acc: 0.9647	loss: 0.1671
0.950 quantile:	acc: 0.9654	loss: 0.1743
Expectation:	acc: 0.9612	loss: 0.1504
Variance:	acc: 0.0000	loss: 0.0002
