0.050 quantile:	acc: 0.9516	loss: 0.1572
0.100 quantile:	acc: 0.9525	loss: 0.1587
0.150 quantile:	acc: 0.9531	loss: 0.1598
0.200 quantile:	acc: 0.9535	loss: 0.1608
0.250 quantile:	acc: 0.9538	loss: 0.1616
0.300 quantile:	acc: 0.9541	loss: 0.1624
0.350 quantile:	acc: 0.9543	loss: 0.1631
0.400 quantile:	acc: 0.9545	loss: 0.1638
0.450 quantile:	acc: 0.9547	loss: 0.1646
0.500 quantile:	acc: 0.9549	loss: 0.1652
0.550 quantile:	acc: 0.9552	loss: 0.1660
0.600 quantile:	acc: 0.9554	loss: 0.1669
0.650 quantile:	acc: 0.9555	loss: 0.1677
0.700 quantile:	acc: 0.9557	loss: 0.1687
0.750 quantile:	acc: 0.9560	loss: 0.1696
0.800 quantile:	acc: 0.9562	loss: 0.1709
0.850 quantile:	acc: 0.9565	loss: 0.1725
0.900 quantile:	acc: 0.9568	loss: 0.1749
0.950 quantile:	acc: 0.9573	loss: 0.1781
Expectation:	acc: 0.9548	loss: 0.1661
Variance:	acc: 0.0000	loss: 0.0000
