0.050 quantile:	acc: 0.9706	loss: 0.0948
0.100 quantile:	acc: 0.9711	loss: 0.0961
0.150 quantile:	acc: 0.9715	loss: 0.0970
0.200 quantile:	acc: 0.9717	loss: 0.0977
0.250 quantile:	acc: 0.9719	loss: 0.0983
0.300 quantile:	acc: 0.9721	loss: 0.0989
0.350 quantile:	acc: 0.9723	loss: 0.0994
0.400 quantile:	acc: 0.9725	loss: 0.1000
0.450 quantile:	acc: 0.9726	loss: 0.1005
0.500 quantile:	acc: 0.9728	loss: 0.1010
0.550 quantile:	acc: 0.9729	loss: 0.1015
0.600 quantile:	acc: 0.9731	loss: 0.1020
0.650 quantile:	acc: 0.9732	loss: 0.1026
0.700 quantile:	acc: 0.9734	loss: 0.1032
0.750 quantile:	acc: 0.9735	loss: 0.1039
0.800 quantile:	acc: 0.9737	loss: 0.1047
0.850 quantile:	acc: 0.9739	loss: 0.1056
0.900 quantile:	acc: 0.9742	loss: 0.1068
0.950 quantile:	acc: 0.9746	loss: 0.1088
Expectation:	acc: 0.9727	loss: 0.1013
Variance:	acc: 0.0000	loss: 0.0000
