0.050 quantile:	acc: 0.9680	loss: 0.1038
0.100 quantile:	acc: 0.9687	loss: 0.1054
0.150 quantile:	acc: 0.9692	loss: 0.1064
0.200 quantile:	acc: 0.9695	loss: 0.1074
0.250 quantile:	acc: 0.9698	loss: 0.1082
0.300 quantile:	acc: 0.9700	loss: 0.1090
0.350 quantile:	acc: 0.9702	loss: 0.1097
0.400 quantile:	acc: 0.9704	loss: 0.1104
0.450 quantile:	acc: 0.9706	loss: 0.1111
0.500 quantile:	acc: 0.9708	loss: 0.1118
0.550 quantile:	acc: 0.9710	loss: 0.1125
0.600 quantile:	acc: 0.9712	loss: 0.1133
0.650 quantile:	acc: 0.9714	loss: 0.1141
0.700 quantile:	acc: 0.9715	loss: 0.1149
0.750 quantile:	acc: 0.9717	loss: 0.1158
0.800 quantile:	acc: 0.9719	loss: 0.1168
0.850 quantile:	acc: 0.9722	loss: 0.1181
0.900 quantile:	acc: 0.9725	loss: 0.1198
0.950 quantile:	acc: 0.9729	loss: 0.1225
Expectation:	acc: 0.9707	loss: 0.1123
Variance:	acc: 0.0000	loss: 0.0000
