0.050 quantile:	acc: 0.8867	loss: 0.3702
0.100 quantile:	acc: 0.8909	loss: 0.3758
0.150 quantile:	acc: 0.8930	loss: 0.3801
0.200 quantile:	acc: 0.8944	loss: 0.3833
0.250 quantile:	acc: 0.8954	loss: 0.3864
0.300 quantile:	acc: 0.8963	loss: 0.3892
0.350 quantile:	acc: 0.8970	loss: 0.3920
0.400 quantile:	acc: 0.8978	loss: 0.3948
0.450 quantile:	acc: 0.8984	loss: 0.3977
0.500 quantile:	acc: 0.8990	loss: 0.4009
0.550 quantile:	acc: 0.8996	loss: 0.4041
0.600 quantile:	acc: 0.9002	loss: 0.4073
0.650 quantile:	acc: 0.9008	loss: 0.4106
0.700 quantile:	acc: 0.9013	loss: 0.4145
0.750 quantile:	acc: 0.9019	loss: 0.4189
0.800 quantile:	acc: 0.9025	loss: 0.4244
0.850 quantile:	acc: 0.9032	loss: 0.4308
0.900 quantile:	acc: 0.9041	loss: 0.4397
0.950 quantile:	acc: 0.9054	loss: 0.4553
Expectation:	acc: 0.8974	loss: 0.4057
Variance:	acc: 0.0001	loss: 0.0009
