0.050 quantile:	acc: 0.9692	loss: 0.0886
0.100 quantile:	acc: 0.9699	loss: 0.0900
0.150 quantile:	acc: 0.9703	loss: 0.0909
0.200 quantile:	acc: 0.9707	loss: 0.0916
0.250 quantile:	acc: 0.9709	loss: 0.0923
0.300 quantile:	acc: 0.9712	loss: 0.0930
0.350 quantile:	acc: 0.9714	loss: 0.0937
0.400 quantile:	acc: 0.9716	loss: 0.0943
0.450 quantile:	acc: 0.9718	loss: 0.0948
0.500 quantile:	acc: 0.9720	loss: 0.0954
0.550 quantile:	acc: 0.9722	loss: 0.0960
0.600 quantile:	acc: 0.9724	loss: 0.0966
0.650 quantile:	acc: 0.9726	loss: 0.0973
0.700 quantile:	acc: 0.9728	loss: 0.0980
0.750 quantile:	acc: 0.9730	loss: 0.0987
0.800 quantile:	acc: 0.9732	loss: 0.0996
0.850 quantile:	acc: 0.9735	loss: 0.1007
0.900 quantile:	acc: 0.9738	loss: 0.1022
0.950 quantile:	acc: 0.9742	loss: 0.1047
Expectation:	acc: 0.9719	loss: 0.0958
Variance:	acc: 0.0000	loss: 0.0000
