0.050 quantile:	acc: 0.9221	loss: 0.2055
0.100 quantile:	acc: 0.9309	loss: 0.2120
0.150 quantile:	acc: 0.9342	loss: 0.2163
0.200 quantile:	acc: 0.9365	loss: 0.2205
0.250 quantile:	acc: 0.9382	loss: 0.2241
0.300 quantile:	acc: 0.9396	loss: 0.2276
0.350 quantile:	acc: 0.9407	loss: 0.2311
0.400 quantile:	acc: 0.9417	loss: 0.2346
0.450 quantile:	acc: 0.9425	loss: 0.2382
0.500 quantile:	acc: 0.9433	loss: 0.2418
0.550 quantile:	acc: 0.9441	loss: 0.2457
0.600 quantile:	acc: 0.9448	loss: 0.2498
0.650 quantile:	acc: 0.9455	loss: 0.2539
0.700 quantile:	acc: 0.9462	loss: 0.2588
0.750 quantile:	acc: 0.9469	loss: 0.2645
0.800 quantile:	acc: 0.9477	loss: 0.2710
0.850 quantile:	acc: 0.9485	loss: 0.2797
0.900 quantile:	acc: 0.9495	loss: 0.2929
0.950 quantile:	acc: 0.9509	loss: 0.3145
Expectation:	acc: 0.9402	loss: 0.2489
Variance:	acc: 0.0002	loss: 0.0015
