0.050 quantile:	acc: 0.5706	loss: 0.6101
0.100 quantile:	acc: 0.6104	loss: 0.6651
0.150 quantile:	acc: 0.6308	loss: 0.6943
0.200 quantile:	acc: 0.6504	loss: 0.7305
0.250 quantile:	acc: 0.6633	loss: 0.7527
0.300 quantile:	acc: 0.6760	loss: 0.7836
0.350 quantile:	acc: 0.6900	loss: 0.8052
0.400 quantile:	acc: 0.6995	loss: 0.8262
0.450 quantile:	acc: 0.7092	loss: 0.8477
0.500 quantile:	acc: 0.7179	loss: 0.8740
0.550 quantile:	acc: 0.7276	loss: 0.9014
0.600 quantile:	acc: 0.7367	loss: 0.9315
0.650 quantile:	acc: 0.7461	loss: 0.9710
0.700 quantile:	acc: 0.7571	loss: 1.0003
0.750 quantile:	acc: 0.7666	loss: 1.0454
0.800 quantile:	acc: 0.7773	loss: 1.0927
0.850 quantile:	acc: 0.7891	loss: 1.1320
0.900 quantile:	acc: 0.8060	loss: 1.2029
0.950 quantile:	acc: 0.8260	loss: 1.3258
Expectation:	acc: 0.7113	loss: 0.9135
Variance:	acc: 0.0059	loss: 0.0486
