0.050 quantile:	acc: 0.6063	loss: 0.7120
0.100 quantile:	acc: 0.6342	loss: 0.7246
0.150 quantile:	acc: 0.6406	loss: 0.7346
0.200 quantile:	acc: 0.6438	loss: 0.7426
0.250 quantile:	acc: 0.6465	loss: 0.7489
0.300 quantile:	acc: 0.6487	loss: 0.7559
0.350 quantile:	acc: 0.6509	loss: 0.7624
0.400 quantile:	acc: 0.6536	loss: 0.7687
0.450 quantile:	acc: 0.6579	loss: 0.7752
0.500 quantile:	acc: 0.6628	loss: 0.7816
0.550 quantile:	acc: 0.6671	loss: 0.7889
0.600 quantile:	acc: 0.6700	loss: 0.7963
0.650 quantile:	acc: 0.6728	loss: 0.8040
0.700 quantile:	acc: 0.6750	loss: 0.8128
0.750 quantile:	acc: 0.6777	loss: 0.8222
0.800 quantile:	acc: 0.6809	loss: 0.8338
0.850 quantile:	acc: 0.6863	loss: 0.8484
0.900 quantile:	acc: 0.6956	loss: 0.8672
0.950 quantile:	acc: 0.7090	loss: 0.9022
Expectation:	acc: 0.6610	loss: 0.7912
Variance:	acc: 0.0009	loss: 0.0036
