0.050 quantile:	acc: 0.6644	loss: 0.5831
0.100 quantile:	acc: 0.6942	loss: 0.5954
0.150 quantile:	acc: 0.7194	loss: 0.6043
0.200 quantile:	acc: 0.7313	loss: 0.6126
0.250 quantile:	acc: 0.7381	loss: 0.6200
0.300 quantile:	acc: 0.7428	loss: 0.6274
0.350 quantile:	acc: 0.7463	loss: 0.6348
0.400 quantile:	acc: 0.7490	loss: 0.6423
0.450 quantile:	acc: 0.7518	loss: 0.6490
0.500 quantile:	acc: 0.7547	loss: 0.6568
0.550 quantile:	acc: 0.7579	loss: 0.6641
0.600 quantile:	acc: 0.7613	loss: 0.6731
0.650 quantile:	acc: 0.7650	loss: 0.6822
0.700 quantile:	acc: 0.7689	loss: 0.6929
0.750 quantile:	acc: 0.7745	loss: 0.7059
0.800 quantile:	acc: 0.7818	loss: 0.7222
0.850 quantile:	acc: 0.7920	loss: 0.7423
0.900 quantile:	acc: 0.8055	loss: 0.7710
0.950 quantile:	acc: 0.8174	loss: 0.8287
Expectation:	acc: 0.7520	loss: 0.6750
Variance:	acc: 0.0018	loss: 0.0074
