0.050 quantile:	acc: 0.9740	loss: 0.0908
0.100 quantile:	acc: 0.9744	loss: 0.0916
0.150 quantile:	acc: 0.9746	loss: 0.0921
0.200 quantile:	acc: 0.9748	loss: 0.0926
0.250 quantile:	acc: 0.9750	loss: 0.0930
0.300 quantile:	acc: 0.9751	loss: 0.0934
0.350 quantile:	acc: 0.9752	loss: 0.0938
0.400 quantile:	acc: 0.9753	loss: 0.0941
0.450 quantile:	acc: 0.9754	loss: 0.0944
0.500 quantile:	acc: 0.9755	loss: 0.0947
0.550 quantile:	acc: 0.9756	loss: 0.0951
0.600 quantile:	acc: 0.9757	loss: 0.0954
0.650 quantile:	acc: 0.9759	loss: 0.0958
0.700 quantile:	acc: 0.9760	loss: 0.0962
0.750 quantile:	acc: 0.9761	loss: 0.0966
0.800 quantile:	acc: 0.9762	loss: 0.0971
0.850 quantile:	acc: 0.9764	loss: 0.0977
0.900 quantile:	acc: 0.9766	loss: 0.0985
0.950 quantile:	acc: 0.9768	loss: 0.0997
Expectation:	acc: 0.9755	loss: 0.0949
Variance:	acc: 0.0000	loss: 0.0000
