0.050 quantile:	acc: 0.9299	loss: 0.2168
0.100 quantile:	acc: 0.9356	loss: 0.2226
0.150 quantile:	acc: 0.9382	loss: 0.2269
0.200 quantile:	acc: 0.9397	loss: 0.2309
0.250 quantile:	acc: 0.9409	loss: 0.2345
0.300 quantile:	acc: 0.9419	loss: 0.2378
0.350 quantile:	acc: 0.9427	loss: 0.2411
0.400 quantile:	acc: 0.9435	loss: 0.2441
0.450 quantile:	acc: 0.9442	loss: 0.2475
0.500 quantile:	acc: 0.9449	loss: 0.2509
0.550 quantile:	acc: 0.9454	loss: 0.2543
0.600 quantile:	acc: 0.9460	loss: 0.2581
0.650 quantile:	acc: 0.9465	loss: 0.2622
0.700 quantile:	acc: 0.9472	loss: 0.2665
0.750 quantile:	acc: 0.9477	loss: 0.2715
0.800 quantile:	acc: 0.9483	loss: 0.2778
0.850 quantile:	acc: 0.9490	loss: 0.2857
0.900 quantile:	acc: 0.9498	loss: 0.2970
0.950 quantile:	acc: 0.9509	loss: 0.3153
Expectation:	acc: 0.9424	loss: 0.2567
Variance:	acc: 0.0002	loss: 0.0011
