0.050 quantile:	acc: 0.7234	loss: 0.4603
0.100 quantile:	acc: 0.7428	loss: 0.4775
0.150 quantile:	acc: 0.7580	loss: 0.4909
0.200 quantile:	acc: 0.7775	loss: 0.5013
0.250 quantile:	acc: 0.7921	loss: 0.5110
0.300 quantile:	acc: 0.8010	loss: 0.5202
0.350 quantile:	acc: 0.8067	loss: 0.5286
0.400 quantile:	acc: 0.8112	loss: 0.5374
0.450 quantile:	acc: 0.8148	loss: 0.5473
0.500 quantile:	acc: 0.8177	loss: 0.5571
0.550 quantile:	acc: 0.8204	loss: 0.5674
0.600 quantile:	acc: 0.8227	loss: 0.5783
0.650 quantile:	acc: 0.8251	loss: 0.5900
0.700 quantile:	acc: 0.8273	loss: 0.6035
0.750 quantile:	acc: 0.8294	loss: 0.6191
0.800 quantile:	acc: 0.8315	loss: 0.6391
0.850 quantile:	acc: 0.8337	loss: 0.6637
0.900 quantile:	acc: 0.8360	loss: 0.6990
0.950 quantile:	acc: 0.8393	loss: 0.7679
Expectation:	acc: 0.8031	loss: 0.5795
Variance:	acc: 0.0016	loss: 0.0121
