0.050 quantile:	acc: 0.9254	loss: 0.2144
0.100 quantile:	acc: 0.9330	loss: 0.2206
0.150 quantile:	acc: 0.9360	loss: 0.2255
0.200 quantile:	acc: 0.9379	loss: 0.2292
0.250 quantile:	acc: 0.9393	loss: 0.2327
0.300 quantile:	acc: 0.9404	loss: 0.2362
0.350 quantile:	acc: 0.9413	loss: 0.2394
0.400 quantile:	acc: 0.9421	loss: 0.2426
0.450 quantile:	acc: 0.9429	loss: 0.2458
0.500 quantile:	acc: 0.9435	loss: 0.2492
0.550 quantile:	acc: 0.9442	loss: 0.2527
0.600 quantile:	acc: 0.9448	loss: 0.2565
0.650 quantile:	acc: 0.9454	loss: 0.2606
0.700 quantile:	acc: 0.9460	loss: 0.2652
0.750 quantile:	acc: 0.9466	loss: 0.2707
0.800 quantile:	acc: 0.9472	loss: 0.2771
0.850 quantile:	acc: 0.9480	loss: 0.2845
0.900 quantile:	acc: 0.9488	loss: 0.2963
0.950 quantile:	acc: 0.9500	loss: 0.3179
Expectation:	acc: 0.9405	loss: 0.2557
Variance:	acc: 0.0002	loss: 0.0013
