0.050 quantile:	acc: 0.9116	loss: 0.2788
0.100 quantile:	acc: 0.9139	loss: 0.2816
0.150 quantile:	acc: 0.9152	loss: 0.2837
0.200 quantile:	acc: 0.9162	loss: 0.2856
0.250 quantile:	acc: 0.9169	loss: 0.2872
0.300 quantile:	acc: 0.9176	loss: 0.2888
0.350 quantile:	acc: 0.9182	loss: 0.2903
0.400 quantile:	acc: 0.9187	loss: 0.2919
0.450 quantile:	acc: 0.9192	loss: 0.2934
0.500 quantile:	acc: 0.9196	loss: 0.2948
0.550 quantile:	acc: 0.9200	loss: 0.2965
0.600 quantile:	acc: 0.9204	loss: 0.2983
0.650 quantile:	acc: 0.9208	loss: 0.3000
0.700 quantile:	acc: 0.9213	loss: 0.3020
0.750 quantile:	acc: 0.9217	loss: 0.3042
0.800 quantile:	acc: 0.9222	loss: 0.3069
0.850 quantile:	acc: 0.9227	loss: 0.3101
0.900 quantile:	acc: 0.9234	loss: 0.3145
0.950 quantile:	acc: 0.9242	loss: 0.3219
Expectation:	acc: 0.9190	loss: 0.2969
Variance:	acc: 0.0000	loss: 0.0002
