0.050 quantile:	acc: 0.9664	loss: 0.0999
0.100 quantile:	acc: 0.9671	loss: 0.1009
0.150 quantile:	acc: 0.9675	loss: 0.1016
0.200 quantile:	acc: 0.9678	loss: 0.1021
0.250 quantile:	acc: 0.9681	loss: 0.1027
0.300 quantile:	acc: 0.9684	loss: 0.1033
0.350 quantile:	acc: 0.9686	loss: 0.1038
0.400 quantile:	acc: 0.9689	loss: 0.1043
0.450 quantile:	acc: 0.9691	loss: 0.1048
0.500 quantile:	acc: 0.9692	loss: 0.1052
0.550 quantile:	acc: 0.9694	loss: 0.1058
0.600 quantile:	acc: 0.9696	loss: 0.1062
0.650 quantile:	acc: 0.9698	loss: 0.1068
0.700 quantile:	acc: 0.9700	loss: 0.1075
0.750 quantile:	acc: 0.9703	loss: 0.1083
0.800 quantile:	acc: 0.9705	loss: 0.1090
0.850 quantile:	acc: 0.9708	loss: 0.1097
0.900 quantile:	acc: 0.9711	loss: 0.1111
0.950 quantile:	acc: 0.9716	loss: 0.1131
Expectation:	acc: 0.9691	loss: 0.1057
Variance:	acc: 0.0000	loss: 0.0000
