0.050 quantile:	acc: 0.9166	loss: 0.2428
0.100 quantile:	acc: 0.9254	loss: 0.2496
0.150 quantile:	acc: 0.9289	loss: 0.2547
0.200 quantile:	acc: 0.9312	loss: 0.2593
0.250 quantile:	acc: 0.9328	loss: 0.2635
0.300 quantile:	acc: 0.9342	loss: 0.2676
0.350 quantile:	acc: 0.9352	loss: 0.2714
0.400 quantile:	acc: 0.9360	loss: 0.2753
0.450 quantile:	acc: 0.9369	loss: 0.2793
0.500 quantile:	acc: 0.9377	loss: 0.2832
0.550 quantile:	acc: 0.9384	loss: 0.2874
0.600 quantile:	acc: 0.9392	loss: 0.2917
0.650 quantile:	acc: 0.9399	loss: 0.2964
0.700 quantile:	acc: 0.9406	loss: 0.3020
0.750 quantile:	acc: 0.9413	loss: 0.3079
0.800 quantile:	acc: 0.9420	loss: 0.3153
0.850 quantile:	acc: 0.9428	loss: 0.3240
0.900 quantile:	acc: 0.9437	loss: 0.3354
0.950 quantile:	acc: 0.9450	loss: 0.3557
Expectation:	acc: 0.9345	loss: 0.2894
Variance:	acc: 0.0002	loss: 0.0014
