0.050 quantile:	acc: 0.9659	loss: 0.0995
0.100 quantile:	acc: 0.9669	loss: 0.1013
0.150 quantile:	acc: 0.9675	loss: 0.1025
0.200 quantile:	acc: 0.9679	loss: 0.1036
0.250 quantile:	acc: 0.9683	loss: 0.1046
0.300 quantile:	acc: 0.9686	loss: 0.1053
0.350 quantile:	acc: 0.9688	loss: 0.1061
0.400 quantile:	acc: 0.9691	loss: 0.1068
0.450 quantile:	acc: 0.9693	loss: 0.1076
0.500 quantile:	acc: 0.9695	loss: 0.1083
0.550 quantile:	acc: 0.9698	loss: 0.1092
0.600 quantile:	acc: 0.9700	loss: 0.1100
0.650 quantile:	acc: 0.9702	loss: 0.1109
0.700 quantile:	acc: 0.9704	loss: 0.1119
0.750 quantile:	acc: 0.9707	loss: 0.1129
0.800 quantile:	acc: 0.9709	loss: 0.1141
0.850 quantile:	acc: 0.9712	loss: 0.1156
0.900 quantile:	acc: 0.9716	loss: 0.1177
0.950 quantile:	acc: 0.9722	loss: 0.1209
Expectation:	acc: 0.9694	loss: 0.1091
Variance:	acc: 0.0000	loss: 0.0000
