0.050 quantile:	acc: 0.8674	loss: 0.2754
0.100 quantile:	acc: 0.8760	loss: 0.2857
0.150 quantile:	acc: 0.8831	loss: 0.2941
0.200 quantile:	acc: 0.8881	loss: 0.3005
0.250 quantile:	acc: 0.8924	loss: 0.3049
0.300 quantile:	acc: 0.8946	loss: 0.3099
0.350 quantile:	acc: 0.8978	loss: 0.3152
0.400 quantile:	acc: 0.8999	loss: 0.3195
0.450 quantile:	acc: 0.9019	loss: 0.3241
0.500 quantile:	acc: 0.9039	loss: 0.3286
0.550 quantile:	acc: 0.9055	loss: 0.3337
0.600 quantile:	acc: 0.9071	loss: 0.3406
0.650 quantile:	acc: 0.9089	loss: 0.3478
0.700 quantile:	acc: 0.9103	loss: 0.3545
0.750 quantile:	acc: 0.9124	loss: 0.3612
0.800 quantile:	acc: 0.9143	loss: 0.3679
0.850 quantile:	acc: 0.9162	loss: 0.3774
0.900 quantile:	acc: 0.9184	loss: 0.3907
0.950 quantile:	acc: 0.9213	loss: 0.4136
Expectation:	acc: 0.9000	loss: 0.3358
Variance:	acc: 0.0003	loss: 0.0020
