0.050 quantile:	acc: 0.9724	loss: 0.0867
0.100 quantile:	acc: 0.9728	loss: 0.0877
0.150 quantile:	acc: 0.9731	loss: 0.0883
0.200 quantile:	acc: 0.9733	loss: 0.0889
0.250 quantile:	acc: 0.9735	loss: 0.0894
0.300 quantile:	acc: 0.9736	loss: 0.0898
0.350 quantile:	acc: 0.9738	loss: 0.0903
0.400 quantile:	acc: 0.9739	loss: 0.0907
0.450 quantile:	acc: 0.9741	loss: 0.0911
0.500 quantile:	acc: 0.9742	loss: 0.0915
0.550 quantile:	acc: 0.9743	loss: 0.0919
0.600 quantile:	acc: 0.9744	loss: 0.0923
0.650 quantile:	acc: 0.9746	loss: 0.0928
0.700 quantile:	acc: 0.9747	loss: 0.0933
0.750 quantile:	acc: 0.9748	loss: 0.0938
0.800 quantile:	acc: 0.9750	loss: 0.0944
0.850 quantile:	acc: 0.9752	loss: 0.0952
0.900 quantile:	acc: 0.9754	loss: 0.0961
0.950 quantile:	acc: 0.9758	loss: 0.0976
Expectation:	acc: 0.9741	loss: 0.0917
Variance:	acc: 0.0000	loss: 0.0000
